Year,Country Name,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (constant 2015 US$),GDP (current US$),"Industry (including construction), value added (% of GDP)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (current US$)","Industry (including construction), value added per worker (constant 2015 US$)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (constant 2015 US$)","Manufacturing, value added (current US$)",Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Official exchange rate (LCU per US$, period average)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)"
1989,Kenya,,47.53312014618547,270530.0,9800.0,18.585245590745306,,,25.963811903586826,4.113367797689875,7472391704.973276,2150612307.064131,,,,,,29207563311.5321,8283114648.381157,16.369911287345786,6.179450850156229,5517843998.424026,1355938519.769139,,,,,,10.039195066315893,5.900954702654033,3464473323.772338,831558037.11757,951000000.0,964392620.6999999,2174000000.0,2147672915.0,20.5724666666667,922349288.85533,603136230.625398,,,,,
1990,Kenya,,47.03587869417015,267700.0,10000.0,20.04008016032064,5.587722834570646,2.865020718528354,25.31413336037555,3.47184078665002,7731821247.92479,2170018430.618972,,,,,,30431959253.09975,8572359162.868763,16.325792719484205,4.665249185117858,5775265170.596577,1399505588.0996659,,73.298,8597324.0,29.245840896576485,65.8412006161064,10.053269397227899,5.234097774273081,3645807244.9021907,861802360.341147,1032000000.0,1116203000.0,2223000000.0,2048284999.9999998,22.9147666666667,1138305284.94726,699679828.000284,,,,,
1991,Kenya,,47.2238816459922,268770.0,10200.0,20.011771630370806,5.590264836071776,1.8168933574198993,24.320148172027523,-0.7104157889711473,7676893169.004507,1982454174.3210404,2583.483410515834,47.07449,13.90287,39.02262,70.811,30869676362.67291,8151488881.9683,17.003510866773837,2.5345459046552747,5921641917.460915,1386039297.8493407,3315.923593975678,73.209,8920637.0,20.133639719014866,67.99315225422401,10.412546574546324,3.799478770725102,3784328917.193807,848777576.3539147,1108000000.0,1009475000.0,1935000000.0,2178172000.0,27.5078666666667,1014422540.94586,632724457.003814,,,,,
1992,Kenya,,47.56650384791089,270720.0,10500.0,19.841269841269842,5.508343562617694,1.8542805171333994,24.78128722381902,-3.325890027494353,7421568144.675191,2034325773.7932057,2402.1669564220674,47.03935,13.82085,39.1398,70.692,30622875165.1012,8209120678.113418,15.846070726597913,-0.05183375658336331,5918572508.003679,1300823068.6856265,3222.694985295739,73.095,9238191.0,35.86020473573112,54.04557257804067,9.307076684075675,1.2000757092318821,3829743729.286488,764029156.6003288,1339000000.0,1333783000.0,1841000000.0,1883186636.0,32.2168333333333,1051282714.52295,578393283.014574,,,,,
1993,Kenya,,47.1588712794743,268400.0,10800.0,21.34387351778656,5.980747737648572,2.5678217124577665,26.808013408841074,-3.271955378683856,7178737746.582804,1541939725.5235522,2236.1060088694976,46.97553,13.72196,39.30252,70.588,30731034319.96223,5751786609.503233,14.367019669865346,0.2005277876816649,5930440890.5163145,826360313.5560107,3153.0341278227925,72.964,9560700.0,27.981031245376865,66.56126312717564,8.510982885422257,1.800852900828943,3898711780.3296585,489533573.9408292,1374000000.0,1280339084.0,1774000000.0,1906153646.0,58.0013333333333,1309666512.87981,973272763.792664,,,,,
1994,Kenya,,47.847629757177494,272320.0,11000.0,20.176082171680118,7.9312951736367845,2.1397757851220756,28.11535668120958,3.077414596189925,7399657269.818339,2009727464.8832772,2223.3299954918452,46.80661,13.65548,39.53791,70.492,31540116233.70937,7148148564.042385,14.552057088776198,1.9046524068416062,6043395175.673853,1040202659.8299838,3138.933765839023,72.83,9892867.0,28.82224538428234,63.61944351372151,9.023959259769098,1.8991672557940404,3972754837.859464,645046014.2469547,1587000000.0,1618648244.0,2091000000.0,2142478658.9999998,56.050575,1574037371.66488,1167899927.52126,,,,,
1995,Kenya,,47.82303124011666,272180.0,11200.0,20.595807282089005,7.372567663936742,1.88302354671437,26.349619562131167,4.792358364269347,7754275363.915743,2383670956.221909,2249.2681406437755,46.59357,13.57341,39.83302,70.397,32929842047.14741,9046320196.772955,13.556517932674325,3.534948822124278,6257026102.252651,1226366019.722665,3207.339484698874,72.702,10229142.0,27.558953096344958,71.28110751789934,8.363447202684728,3.8995070179655045,4127672691.5683584,756584213.4429114,1879000000.0,1826001106.0,2991000000.0,3249143347.0,51.4298333333333,1617355641.47933,1111247560.01479,,,,,
1996,Kenya,,46.47538391256984,264510.0,11400.0,24.405908798972384,7.088464942029421,1.909272171222574,27.49252178058657,4.471221965490926,8100986227.251795,3311712187.0196066,2269.786037543468,46.3126,13.51712,40.17029,70.312,34295389668.299206,12045865466.434301,16.3920534652717,3.395724537464133,6469497472.9223795,1974564707.612611,3293.215730007103,72.604,10565712.0,26.336786145137804,67.82211956552858,11.859482149657412,3.6680327310214125,4279077076.924518,1428577264.7635224,2068000000.0,1994476185.0,2949000000.0,2750597762.0,57.1148666666667,1595821636.63168,938792877.044272,,,,,
1997,Kenya,,46.72664019397688,265940.0,11600.0,24.096385542168676,6.804234058698964,1.9800008924285049,27.693937399472684,-3.065180904806482,7852676344.31307,3632271591.4606776,2113.4812035208615,46.16379,13.37243,40.46375,70.22,34458259132.74908,13115764432.72324,15.926383171515996,1.1918129102316044,6546601779.031775,2088866899.4289143,3356.3269520219123,72.529,10913310.0,25.228601253713418,63.230667267270505,11.568284580423802,-0.04062365919975264,4277338759.2358937,1517268954.475432,2054000000.0,1948742224.0,3279000000.0,3246509899.0,58.7318416666667,2101714615.0562,1287265610.17937,,,,,
1998,Kenya,,46.48768317110026,264580.0,11800.0,25.224454895254382,6.527775251358898,2.6292234724282917,27.74491360097376,8.289502694111903,8503624161.434791,3910367802.1160674,2205.50276999692,45.88969,13.26718,40.84309,70.196,35592009503.266174,14093998843.733383,15.542163321886179,0.23555522275293583,6562022641.435122,2190512318.877792,3420.3782436769,72.465,11272302.0,23.580763602892244,63.87453655248274,10.929960477578849,-2.1152245846919158,4186863438.22998,1540468503.3304784,2008000000.0,1916640043.0,3197000000.0,3301775966.0,60.3667,2356294854.61355,1442800915.07404,,,,,
1999,Kenya,,47.222124609059286,268760.0,12000.0,23.547880690737834,7.764919716819992,2.5939704850134033,28.744079613055785,7.092375378769077,9106733107.76345,3706839530.919359,2259.1166112303135,45.65513,13.12875,41.21613,70.128,36412543631.16556,12896010520.495789,14.915302558375027,-2.3636116436485395,6406921910.223308,1923478987.091821,3440.546021043147,72.39,11659977.0,22.11810880727797,67.59944537911971,10.14458011385098,-2.3200869837062754,4089724564.574049,1308246118.742346,1747000000.0,2029219481.0,2832000000.0,3100429272.0,70.3262166666667,2530634924.4343,1485407689.35624,,,,,
2000,Kenya,,46.861932037811435,266710.0,12200.0,24.94377427928849,8.597015856059878,2.451926324569257,28.721780641290472,-1.277201625942098,8990421764.44089,3649202800.7677426,2048.902173369848,45.56664,12.90276,41.53059,70.244,36630907976.9974,12705350153.401157,15.015856028556382,-1.8320337504907798,6289544938.460428,1907817086.958685,3757.9774180548256,72.512,12114213.0,20.685890020353646,58.276007700061236,10.315580745611763,0.680072475144101,4117537655.646924,1310630654.0868044,1734000000.0,1737200970.0,3105000000.0,3252699359.0,76.1755416666667,997202019.270788,741066184.261805,,,,,
2001,Kenya,,47.157114242541375,268390.0,12568.0,24.50858034321373,12.874765397005739,2.0832847004827024,27.849260111289613,11.658066712422979,10038531131.467604,3616506986.104163,2132.7875423966116,45.18236,12.7723,42.04532,70.403,38015522047.879265,12986007425.878052,15.309624091250818,5.497355699728473,6635303595.621866,1988108921.3638463,4435.0856518690325,72.633,12601491.0,23.09644794339711,61.85823390762678,9.779939836564823,0.2935115794651324,4129623105.455085,1270023713.4227135,1944000000.0,1790226700.0,3192000000.0,3664541992.0,78.563195,1122990221.48101,833233201.374068,,,,,
2002,Kenya,,47.12021646695014,268180.0,12844.0,25.228835199371442,10.697504008128096,2.037919963468903,25.853967603945634,-3.4963607445709783,9687547869.655434,3399211652.7830925,1923.1804282558212,44.94501,12.60017,42.45483,70.505,38223413553.1441,13147736954.169971,15.453561180366881,2.346471004169203,6790999070.53173,2031793574.0463617,5033.4041834365835,72.754,13103364.0,23.731146671226444,65.46323937536893,9.823609462483569,0.08118102417296313,4132975575.7865763,1291582331.5322902,2116000000.0,2046711294.0,3245000000.0,3260067636.0,78.7491416666667,1056269685.25064,725738409.258437,,,,,
2003,Kenya,,47.21861053519345,268740.0,,,10.790451844929812,2.0719481204008168,25.8044393708329,2.4304314525977304,9922997080.065,3846027220.470004,1855.0583547658066,44.5861,12.5066,42.90734,70.657,39344305808.32528,14904517649.847567,15.623150041262363,6.119219044951322,7206555178.998175,2328555155.3621163,5883.923226787328,72.874,13606235.0,24.083274960432668,61.195948131366585,9.70902523630876,5.972480908833404,4379816753.017177,1447083379.9737935,2411000000.0,2351439548.0,3725000000.0,3702022565.0,75.9355694444444,1200295733.16999,706112173.679405,,,,,
2004,Kenya,,47.42594089327758,269920.0,,,15.83779686534396,2.14000114995341,24.92904108750566,1.7482392974765588,10096474814.50615,4012413197.295065,1792.3678887335604,44.07884,12.52065,43.4005,70.807,41352557121.68539,16095337093.836597,16.205077338740622,4.072766281381604,7500061328.377572,2608261823.987228,6654.160963898101,72.994,14125163.0,25.600182848423874,61.607741955819186,10.000792573974225,4.462210128840965,4575253379.794982,1609661276.8365293,2684000000.0,2604135637.0,4553000000.0,958336341.0,79.1738760642136,1559069432.1936,955234905.244009,,,,,
2005,Kenya,,47.44351126260674,270020.0,,,9.992266667417333,1.7482790231237177,24.236274700241925,6.906398298784566,10793777579.332415,4541367802.37704,1826.9846265545339,43.50655,12.52458,43.96885,70.944,43795114586.322136,18737895400.780006,17.012626039661658,4.38804176874217,7829167152.148059,3187808072.2376633,7517.782171777113,73.114,14646884.0,31.8873421942039,64.36361642591591,10.53608575111692,4.662396881386741,4788569850.690084,1974240727.3807747,3420000000.0,3298431193.0,5846000000.0,5892053150.0,75.5541094514311,1882771508.16587,1152258436.13396,,,,,
2006,Kenya,,47.53487718311839,270540.0,,,11.982478896263009,1.8783538276634593,20.519687804940922,1.7300546516036803,10980515830.42741,5299314493.449946,1766.9263488042018,42.73883,12.59009,44.67107,71.079,46629750881.66812,25825512277.891125,19.38410593536877,5.889874431740608,8290295266.460662,5006044658.298084,7859.399005624398,73.234,15171370.0,35.50656761094158,62.68052101154535,12.68935539013373,8.20821635619626,5181626024.402311,3277091034.264226,3502000000.0,3334732346.0,7233000000.0,7185631392.0,72.1008350178621,2436765260.15925,1418941264.33702,50.35667850493088,,24618094745.733486,13004870190.029085,4006.798677294815
2007,Kenya,,47.56298977404505,270700.0,,,11.91982991529947,1.8976767201662315,20.586664460299094,5.089906813687776,11539413853.8584,6579126409.735344,1776.0115240246637,41.95986,12.69909,45.34105,71.212,49824229106.98972,31958195182.240604,19.302168081515365,6.1343949025379345,8798854716.691769,6168624549.894827,8171.174075823198,73.353,15697007.0,36.767989616584295,62.439939431226534,12.790439858897837,4.375789064589554,5408363049.346034,4087593734.77367,4081000000.0,3876508428.0,8989000000.0,8920021965.0,67.3176381242857,2939590952.88891,1690323118.43617,50.227647861876434,6.86066280667535,26307059215.666122,16051849739.146969,4041.4649598324922
2008,Kenya,,47.589345328038796,270850.0,,,13.881220500925536,1.3163191918176256,22.196340157982615,-4.983264230672361,10964374370.849825,7967410332.878933,1608.5060132373128,41.56269,12.62923,45.8081,71.285,49939962193.941345,35895153327.849686,18.58277172744253,-0.04748806062210065,8794676311.229855,6670314404.129799,8006.472624146486,73.472,16235546.0,36.48321049408723,58.11708901912633,12.095770618326274,1.1423829855687728,5470147268.619552,4341795409.633207,5001000000.0,5000937253.0,11128000000.0,11619921020.0,69.175319816226,3261906711.80782,1923553810.13777,50.12476551091436,2.808709393241898,27045948058.942245,17992361435.36783,3965.919202568525
2009,Kenya,,47.94075271462206,272850.0,,,13.096342392741498,1.3651577258516532,16.254981466228603,-2.2977879394431113,10712436298.921047,6883532423.208191,1509.6046338439692,40.97344,12.68872,46.33783,71.441,51591446687.9834,42347217912.91757,18.38662466777505,3.6959784005678102,9119725648.092764,7786224014.892957,8071.476196274562,73.59,16792371.0,36.403956174749275,60.185829311826865,11.492953137125486,-1.0529295621440724,5412550470.935439,4866945909.608026,4463000000.0,4155471521.0000005,10202000000.0,9869716846.0,77.352012297579,2893022474.18073,1840439515.03581,58.41441158710262,6.4039943294273485,28777969038.976776,24736878167.338917,4010.476447393271
2010,Kenya,,48.00224900727413,273200.0,,,10.69476890776609,1.5534509778199677,17.56775988636964,10.350236653273441,11821198807.190542,7976749459.074486,1605.8324638973222,40.13244,12.90949,46.9581,71.61,55748929800.693436,45405615233.069275,18.574672770685147,8.926801672931902,9933825469.813507,8433944449.058985,8434.882957526419,73.708,17354366.0,33.938291751236285,62.7917397423935,11.160375024669019,5.557818839326075,5713370220.697121,5067436942.268774,5169000000.0,4733263511.0,12093000000.0,11476958365.0,79.2331517045455,3772188993.05456,2089123670.11868,56.99824606755003,7.2970645887752426,30877916027.088654,25880404299.0298,4051.9405896963794
2011,Kenya,,48.546930456478194,276300.0,,,,,18.894711224995277,2.3756841020494477,12102033147.924627,8855851607.371672,1588.8218090107762,39.43818,13.05486,47.50697,71.716,58603891656.38712,46869473165.89055,19.662900833486685,8.304153265970584,10758745562.000843,9215898029.78671,8659.476926506317,73.826,17926485.0,,,12.047767286788705,7.736093781941491,6155361899.079766,5646725055.570372,5756000000.0,5667651052.0,14782000000.0,14556795825.0,88.8107699710456,4134283151.91621,2139100585.00716,55.213892373695316,4.832861214772905,32370202854.69197,25878460469.932816,4051.035749917205
2012,Kenya,,48.72263414976983,277300.0,,,,,18.82972593294458,2.4496334758934637,12398488603.179913,10619344955.353666,1580.9865714342143,38.69937,13.2054,48.09524,71.841,61281315707.76674,56396704833.46764,19.26155255788996,5.456686838996248,11345816615.123636,10862880942.41644,8633.882627309551,73.944,18509902.0,,,11.083340273129396,0.36804276493353427,6178016263.204805,6250638699.525633,6127000000.0,5794380550.0,16290000000.0,16027413656.0,84.5296017573529,4993158860.62702,2388633990.96088,55.64971069965521,4.446458472973973,33809530482.243286,31384603083.96321,4009.2689565996857
2013,Kenya,,48.546930456478194,276300.0,,,11.980974510247343,1.3471758201974855,18.61655158546215,4.050018198041656,12900629647.89082,11481095530.585138,1612.8927778753798,38.00925,13.35566,48.63507,71.964,63608687171.32321,61671440480.68945,19.080259114397506,5.673046801442936,11989470101.705488,11767070643.296984,8676.264081423498,74.061,19107609.0,36.26652745253921,61.96253715793708,10.909016625239442,4.981160119427884,6485753145.479332,6727747695.063059,5856000000.0,5567873519.0,16358000000.0,16098863370.0,86.1228788982654,5132045464.04105,2206858066.42058,56.08070834342185,3.1013426519863856,34858079871.52544,34585780667.162445,3975.3242120580608
2014,Kenya,,48.546930456478194,276300.0,,,,,18.347839339355595,1.3795005137601066,13078593900.161762,12528968263.262663,1629.5909766196255,37.26347,13.57885,49.1577,72.104,66801913874.4452,68285796662.653244,19.036032802367153,6.188688355776279,12731461041.809015,12998906652.060408,8767.941739378828,74.177,19718332.0,,,10.065033432797536,1.8785822067946185,6607593350.046929,6872988263.9481945,6115000000.0,5899207011.0,18396000000.0,18050864337.0,87.9221638089727,5024215634.18028,3349534943.65599,56.95484636070112,6.035319366810299,36961876316.90981,38892070575.39493,3975.543066752429
2015,Kenya,,48.546930456478194,276300.0,,,10.350201148438108,1.3903819082965885,19.469614778052783,4.385692760817463,13652180846.05787,13652180846.05787,1664.8095283170107,36.58966,13.80015,49.61016,72.233,70120446663.62561,70120446663.62561,18.89404569836049,4.061813432195223,13248589236.519917,13248589236.519917,8969.472388119053,74.294,20338656.0,31.489844319833495,70.50551428197836,9.975179818128655,5.857613709263305,6994640643.971648,6994640643.971648,5906000000.0,5938399701.0,16093000000.0,16192636293.0,98.1784533265271,4638184663.99382,3320635760.62227,56.13137802922207,6.486945238037009,39359572992.53873,39359572992.53873,3981.4416092598944
2016,Kenya,,48.546930456478194,276300.0,,,11.737990674681148,1.6380217289109347,20.03451643283491,1.3893923965602681,13841863208.697655,14988852278.138374,1692.0460546349325,35.86827,14.0307,50.10103,72.356,73074983652.05869,74815143796.39775,18.162159286516417,2.4973228372203238,13579449281.133043,13588045586.738064,9049.00832205946,74.41,20989035.0,31.480342071260036,69.77563724107677,9.321491101470833,1.897515179257752,7127365011.925543,6973886971.533824,5695000000.0,5694754419.0,14107000000.0,14101181671.0,101.504369498594,4165117575.93213,2732435858.5233,56.44650874683174,5.868138772590854,41669247356.040085,42230536686.988396,3988.0053756882467
2017,Kenya,,48.546930456478194,276300.0,,,13.781104656579718,1.3210128579017009,20.893637406529177,-1.2893108010671597,13663398571.278975,17140411203.386925,1687.7032770931146,35.17625,14.29239,50.53135,71.641,75879570960.02423,82036511258.8324,17.503509207869115,2.7649164833539572,13954909712.65578,14359268302.004309,9078.708272770287,74.254,21588086.0,28.285390018622643,62.17769702045148,8.739141730505096,0.6960219246199983,7176973035.056239,7169286989.671132,5747000000.0,5745287445.0,16687000000.0,16681481187.000002,103.410004519014,4647528567.54739,3091985354.82041,55.85410606790017,5.119437762096794,43802478540.36672,45820760012.91311,4028.1206855182877
2018,Kenya,,48.546930456478194,276300.0,,,13.307807895081321,1.6592207614251244,20.314910419967994,5.724199419769519,14445518753.016922,18730952779.488365,1760.7849827437792,34.30287,14.6807,51.0164,70.948,80165208461.77788,92202979940.67096,17.313146131064,3.8305861303347513,14489464548.60951,15963236654.32399,9252.174372081867,74.093,22178699.0,28.42564870119677,63.59791224715916,8.408385291832484,3.5771253649304953,7433702357.927458,7752781803.962633,6052000000.0,6051032054.0,17378000000.0,17425820766.0,101.301574049018,5477461358.93938,3881144035.40991,56.018950983088665,6.049245533710021,46452198017.124146,51651142137.911545,4092.050234521112
2019,Kenya,,48.546930456478194,276300.0,,,12.487780183851134,1.8476566193541872,20.861163811068607,2.6970293188494026,14835118629.045677,20940109928.270233,1795.3454497094353,33.58759,15.00087,51.41155,70.222,84264984571.10193,100378435824.1784,16.9305452274709,3.9531146482749193,15062249694.137196,16994616475.84038,9353.828673032122,73.926,22775099.0,30.77102358087901,62.85586356262236,7.90461593672111,2.639694977008162,7629929425.6754055,7934529835.189378,5839000000.0,5833239222.0,17655000000.0,17348574773.0,101.99129838935,5600507966.97085,3854789279.83509,55.959862965675875,6.703847600998955,49566282579.50641,56171635134.29914,4161.963876806836
