Year,Country Name,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (constant 2015 US$),GDP (current US$),"Industry (including construction), value added (% of GDP)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (current US$)","Industry (including construction), value added per worker (constant 2015 US$)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (constant 2015 US$)","Manufacturing, value added (current US$)",Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Official exchange rate (LCU per US$, period average)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)"
1971,Rwanda,,58.694770976895015,14480.0,65.0,1.1607142857142858,,,61.17858859520627,2.6621587374474416,359308844.6759587,136399195.11409983,,,,,,1330439928.65339,222952503.88432068,8.681961469760891,2.763675236904888,218455862.6718681,19356650.483103875,,,,,,3.733693724402946,,,8324363.645928116,22000000.0,22300000.0,33000000.0,32700000.000000004,99.7073332333333,,,30.139449935032836,-1.1325732236492456,515039397.6545525,67196658.28711697,
1972,Rwanda,,61.12687474665586,15080.0,72.0,1.1594202898550725,,,59.55947346465105,-30.645859303126144,249195561.67287636,146788990.98505944,,,,,,1333939893.913781,246457838.60426453,9.427313107570507,2.7787142891041867,224526126.94331706,23234352.123374794,,,,,,4.096916884472842,,,10097172.80288494,19000000.0,19300000.0,35000000.0,34300000.0,92.1049999,,,31.013213427778446,29.417861996245023,666552976.8828604,76434495.4958303,
1973,Rwanda,,61.00526955816782,15050.0,80.0,1.3114754098360655,,,61.02459430428665,43.28381590690128,357056909.83553284,177426663.06502068,,,,,,1379801923.210125,290746157.4923693,8.729508554488055,3.591182873644172,232589270.76096204,25380710.690141693,,,,,,4.098360823703313,,,11915826.615089996,33000000.0,33078000.000000004,34000000.0,33997000.0,83.9219999,,,30.245897141225292,-17.87625971187539,547398235.6180434,87938783.7372069,
1974,Rwanda,,64.20753952168626,15840.0,84.0,1.2574850299401197,,,59.135282820679066,17.947726649688107,421140507.99663764,182407760.93397936,,,,,,1399254695.9936893,308458423.18385434,9.205020439067969,2.4560523389286004,238301784.98558363,28393660.900100563,,,,,,4.358437707892031,,,13443968.22921428,36000000.0,37161000.0,58000000.0,58590000.0,92.3017565556667,,,31.659696740252958,-14.630581041464708,467310693.13639766,97657001.34977442,
1975,Rwanda,,65.34252128090799,16120.0,80.0,1.1661807580174928,,,49.21356728648455,-5.7562127823348135,396898764.24374545,281434429.8399315,,,,,,1369676894.4774237,571863503.0084914,18.969111671931014,2.7890754969900513,244948201.67950648,108477426.49669729,,,,,,12.279702273039,,,70223135.57761416,42000000.0,42184000.0,99000000.0,95894000.0,92.2772665546667,,,31.817321041584446,-1.1528040688894805,461923516.4515656,181951646.6718626,
1976,Rwanda,,66.43696797730037,16390.0,80.0,1.1428571428571428,,,49.216099620342476,28.69677456085097,510795907.8535765,313877573.12767756,,,,,,1636826581.3746924,637753856.0531169,18.89445734442329,3.262881231933818,252940570.58006647,120500130.29437087,,,,,,12.283822908344327,,,78340554.26870207,80000000.0,81088000.0,106000000.0,105025000.0,97.0123465546667,,,31.889443035234226,21.054687294114174,559180068.3784188,203376152.6310684,
1977,Rwanda,,67.4908796108634,16650.0,80.0,1.118881118881119,,,46.46098263079618,0.7547686614401243,514651235.28997386,346901210.834488,,,,,,1669466695.424992,746650611.3121854,21.206199145955555,8.132182115550577,273510158.4237502,158336215.5593566,,,,,,14.239845134153015,,,106321890.74406198,92000000.0,92123000.0,123000000.0,112892000.0,95.9350932213333,,,32.33281822324826,-0.5216676144410002,556263007.0552795,241413184.9183408,
1978,Rwanda,,68.09890555330361,16800.0,82.0,1.1232876712328765,,,42.4182569128283,2.7382224866175875,528743531.1423391,384186004.8318129,,,,,,1822236935.1951206,905709080.9302582,22.122144696204945,4.989506689444539,287156966.0746136,200362273.4100597,,,,,,15.595309688896075,,,141248136.05152816,72000000.0,68969000.0,188000000.0,177926000.0,89.4879065546667,,,35.459598390966754,20.65262045586536,671145894.6387899,321160802.6883856,
1979,Rwanda,,68.78800162140251,16970.0,82.0,1.1006711409395973,,,49.03816190480124,21.64329384298958,643181047.2632747,544002954.5757728,,,,,,2038534783.6373608,1109346136.6514034,18.737651684568362,5.608583060377484,303262403.03056824,207865415.06195572,,,,,,12.78985156373151,,,141883724.20570463,118000000.0,117636000.0,192000000.0,194866000.0,86.6907065546667,,,32.2241864106304,4.877364047396185,703880123.2094777,357477767.01367486,
1980,Rwanda,,69.51763275233077,17150.0,84.0,1.1052631578947367,,,45.84683654355713,-1.5155749691933522,633433156.3043568,575270353.4215548,,,,,,2221016514.6721363,1254765643.154059,21.548292143895885,27.955449407776257,388040770.6825853,270380566.50807077,,,,,,15.260672340997028,,,191485673.44914493,72000000.0,73335000.0,243000000.0,243044000.0,86.063879888,,,32.604871312546976,10.409185813711488,777148313.1401335,409114723.22443336,
1981,Rwanda,,71.34171057965139,17600.0,84.0,1.0838709677419356,,,40.73711831977428,-1.2192679260841004,625709908.9963557,573196726.1664602,,,,,,2341755402.8654833,1407062526.2863123,20.79256401494263,-7.676983812904254,358250943.5298143,292564376.50835043,,,,,,15.737116648215238,,,221431071.07500115,82000000.0,108968000.0,283000000.0,256209999.99999997,87.1603050389567,,,38.47031766528309,22.90888291687982,955184310.2879133,541301423.6115017,
1982,Rwanda,,71.94973652209161,17750.0,84.0,1.0632911392405064,,,39.783748805125505,9.29952520341007,683897959.6837059,559854072.9575834,,,,,,2384160997.3814526,1407243132.6166406,21.734297162651924,9.907333951987198,393744060.8914581,305854404.2439125,,,,,,13.482948644998435,,,189737868.88096887,91000000.0,102057000.0,286000000.0,276671000.0,93.0599674389567,,,38.48195403222258,-9.699634035036922,862534927.8298942,541534655.4151447,
1983,Rwanda,,72.55776246453182,17900.0,84.0,1.0434782608695654,,,38.20267385685611,4.3671502294856595,713764810.9994806,565280221.4854856,,,,,,2526742168.0257998,1479687583.135065,24.08385959930229,17.737227220744884,463583339.6399641,356365880.03055847,,,,,,15.354915338079858,,,227204775.6584693,121000000.0,120165000.0,279000000.0,270127000.0,96.09393524729,,,37.7134665438416,-0.17887132560088048,860992100.1707143,558041481.6190212,
1984,Rwanda,,73.28739359546007,18080.0,84.0,1.024390243902439,,,40.83752643426532,-8.816134101548826,650838348.0920999,648260240.8479046,,,,,,2419588761.370513,1587413091.4647477,23.238180216324725,-3.310165488404479,448237963.9212091,368885914.9721097,,,,,,13.955037498280085,,,221524092.16651267,145000000.0,143020000.0,278000000.0,277645000.0,100.232891523645,,,35.92429334940996,0.4214808035901285,864621016.5933613,570266935.6447333,
1985,Rwanda,,73.7332792865829,18190.0,85.0,1.0278113663845223,,,41.835836285054704,2.2919782459895686,665755421.4469287,717746625.4153341,,,,,,2526117165.2189913,1715626336.533255,22.685809100577252,4.7547325947343495,469550480.49374443,389203715.5851612,,,,,,13.721514461401751,,,235409915.87102768,131000000.0,129874000.0,298000000.0,298464000.0,101.244670649548,,,35.47835461436805,6.396543277203378,919926874.1035514,608675995.5327597,
1986,Rwanda,,74.17916497770571,18300.0,85.0,1.0191846522781776,,,37.526346206436195,2.9015310205850113,685072521.5214379,729778865.4706373,,,,,,2664349769.6000686,1944710687.9418812,23.08390998164184,4.5010739626261085,490685294.91263413,448915264.60787153,,,,,,15.9276513647987,,,309746738.4293612,189000000.0,173230000.0,349000000.0,357469000.0,87.5909168166667,,,39.38974381192197,8.861645049873033,1001447528.4050004,766016557.8633723,
1987,Rwanda,,74.66558573165788,18420.0,86.0,1.0213776722090262,,,37.709106700718515,-2.0202892167855993,671232075.2419791,813548586.7127886,,,,,,2663709363.5892715,2157432667.842241,17.831430269636158,-3.1721366974128102,475120086.6039022,384701101.78064024,,,,,,10.755930884218987,,,232051966.6266732,114000000.0,108638000.0,352000000.0,378858000.0,79.4606499916667,,,44.45946302964533,4.217140576226669,1043679978.4749868,959182979.3488117,
1988,Rwanda,,75.11147142278071,18530.0,88.0,1.0365135453474676,,,39.22077183364869,5.6239035043437156,708981519.4437919,939530724.2516654,,,,,,2783544986.186105,2395492695.1376657,17.136842932722523,-4.114597685167396,455570806.5187327,410511820.6305834,,,,,,10.354993654554049,,,248053116.57681102,108000000.0,108528000.0,370000000.0,396174000.0,76.4477377333333,,,43.64238523362879,9.29951323212535,1140737136.1743112,1045450150.2554169,
1989,Rwanda,,75.1925415484394,18550.0,90.0,1.0588235294117647,,,40.30891083322824,-4.265100887147597,678742742.3682822,969438410.4354804,,,,,,2782528038.256464,2405022587.8004465,17.420150588641338,2.762964166776058,468158064.657138,418958556.48567665,,,,,,10.440594499184613,,,251098656.00604084,88000000.0,95231000.0,333000000.0,332730000.0,80.148978175,,,42.270938578130426,2.0473339929719003,1164091835.333662,1016625620.8792895,
1990,Rwanda,,76.16538305634374,18790.0,90.0,1.0227272727272727,,,32.54599393035708,-2.559738439673609,661368703.4853865,829983280.7059933,,,,,,2715767090.746935,2550185692.537205,24.62417175499681,2.182335397363829,478374843.81776416,627962105.0017163,,63.873,2396168.0,,,18.30498421931816,,,466811088.58224493,110000000.0,99900000.0,288000000.0,288340000.0,83.7040975583333,,,42.829834314646114,-5.006555481607975,1105810931.7408137,1092240306.8294957,
1991,Rwanda,,76.08431293068504,18770.0,87.0,0.9886363636363635,,,32.132706942918645,5.799998309141884,699728077.1047325,614248900.49853,238.48753099551092,89.26546,2.564579,8.169966,55.988,2647482395.601584,1911600232.0927932,20.940049661736396,-22.85625556061001,369036266.977107,400290037.93409914,4339.45659507021,63.6,2438025.0,,,16.139912822432674,,,308530610.9731975,93000000.0,91465000.0,306000000.0,306270000.0,125.1642483,,,46.92724339534495,3.4851305713376775,1144349886.584107,897061293.6601641,4657.812539948289
1992,Rwanda,,74.46291041751115,18370.0,84.0,0.9545454545454546,,,33.23761507047154,5.20000226321784,736113952.9505492,674400169.5226233,261.6052417735101,88.96507,2.522073,8.512815,55.671,2802961762.4088507,2029026956.635537,18.703438165118424,14.231900088788365,421557139.7846831,379497802.18791187,5200.979138083208,63.159,2482499.0,,,12.106047567617557,,,245634968.53008094,66000000.0,196619331.10000002,288000000.0,288330000.0,133.938583325,,,48.05894676441003,2.4495873604837755,1172381736.7655816,975128984.9250016,4873.408368278458
1993,Rwanda,,70.12565869477098,17300.0,81.0,0.9529411764705882,,,33.734892592343755,-16.922998220413817,611541401.7925099,665092083.4519176,227.90168117078235,89.10701,2.463528,8.429414,55.041,2575678229.666674,1971525718.160616,18.334828557838033,-12.764514458446783,367747417.7262525,361475860.398434,4791.408674875875,62.525,2546801.0,,,11.479883290464347,,,226328851.48632774,66000000.0,100048425.30000001,332000000.0,274367921.0,144.237020537225,,,47.93027884981821,2.271466808057923,1199011998.7799447,944957774.3102642,5167.054312957589
1994,Rwanda,,60.194568301580865,14850.0,78.0,1.1142857142857143,,,49.75874611195344,-31.32285236670789,419989191.347746,375000008.1818182,160.9517998657659,89.75188,2.408623,7.839501,54.365,1281449704.4273078,753636370.4545455,21.170084549124688,-65.3466750750274,127436707.56787454,159545456.8181818,1721.7599223350715,61.795,2094466.0,,,17.24969857735496,,,130000002.27272727,41000000.0,60557550.86,236000000.0,237074950.1,140.703847467575,,,29.07116933892187,-57.12151033750811,514118235.948896,219090905.45454547,2282.0494429259734
1995,Rwanda,,60.194568301580865,14850.0,75.0,1.0714285714285714,,,44.00044946012896,29.422374470320733,543559983.9609517,569161298.5002532,208.65295379705154,90.09781,2.352494,7.549697,53.939,1732828551.7573526,1293535192.2166138,15.971186732246764,48.39725766640612,189112579.29108325,206592920.99624246,2613.7275745904208,61.172,1698315.0,,,10.220202984169424,,,132201922.31620406,54000000.0,63113592.89,236000000.0,284323458.2,262.1822632586,,,40.02836380762428,37.12424060585701,704980726.8611518,517780972.72011817,3156.1875996194863
1996,Rwanda,,62.626672071341716,15450.0,72.0,0.96,15.851865789882547,2.5054707371308886,47.18929221939673,19.915029925728177,651810117.4310585,652314045.6945441,244.01039768865343,89.81665,2.354417,7.828877,53.959,1953689607.057077,1382334879.408122,18.08581431184811,17.051602971782543,221359305.48149616,250006519.4576625,2977.9566029884827,61.215,2040819.0,14.085087168034027,64.15722625981162,11.544864432439812,,,159588687.82999805,60000000.0,168518420.1,258000000.0,322730967.0,306.82,,,34.72489346875516,3.1468956061542173,727165734.3789794,480014314.2559155,3109.879809054239
1997,Rwanda,,64.65342521280908,15950.0,69.0,0.8625,14.771563621036538,3.1877998435584205,45.96095226181588,4.130390062581284,678732417.7483304,850993780.1065435,240.61642064664184,89.44128,2.384893,8.17382,54.08,2224270781.9873023,1851558199.3577287,18.610066125946105,17.793091979566938,260745970.31114933,344576205.2608503,3303.9725483987104,61.349,2375153.0,1.8222461208243768,63.48133714505552,12.036539400034437,,,222863532.1802612,88000000.0,117715283.2,297000000.0,325607699.0,301.529816666667,,,35.42898161223801,24.484908805580858,905211601.3071048,655988213.9903349,3610.7319769689498
1998,Rwanda,,65.46412646939602,16150.0,66.0,0.8048780487804879,7.058272855325212,2.8475156232222143,45.517461177278534,10.44313025058652,749613328.1867435,905498677.2797705,248.96376765206335,89.37575,2.428717,8.195533,54.253,2421311579.1419907,1989343548.2991712,18.702719643049466,10.252801166956772,287479736.1980036,372061346.5754863,3411.5478242669733,61.597,2514746.0,4.684895564892013,55.95062974972489,11.234508109183906,,,223492962.25319725,60000000.0,108232693.0,285000000.0,277544350.7,312.314091666667,,,35.779819179672,6.567614465828939,964662409.3809121,711783524.4439144,3587.222196875502
1999,Rwanda,,67.328739359546,16610.0,63.0,0.7274826789838337,2.0846516101779735,3.671140212041369,31.546907559268718,16.234220133966474,871307206.038132,680474606.4753624,273.3241765293671,89.38828,2.48017,8.131552,54.444,2526684355.0820303,2157024758.122239,18.37069861908788,33.127752520923224,382715311.75348115,396260517.45374584,4254.434015675184,61.862,2615028.0,2.8528606536843615,57.381129965196045,10.245709898781238,,235824257.78320456,221002499.16209233,60000000.0,78570754.74,253000000.0,269045379.0,333.941925,,,41.856477875835914,-0.020288190375467252,964466696.8348163,902854590.6597382,3386.72716779854
2000,Rwanda,,67.69355492501013,16700.0,60.0,0.6666666666666667,,,31.186111445331054,7.506743018120645,936713998.8937814,645166643.2652471,281.82809255243444,89.09539,2.549833,8.354778,54.622,2738191082.0915785,2068762706.745975,16.819505103641948,1.5859866951046087,388785125.6780195,347955649.0433806,4055.2272278920723,62.025,2711971.0,,,9.634341326909695,-0.23745170070617405,235264289.07242063,199311660.4117231,52000000.0,54306011.0,211000000.0,364114586.0,389.696216666667,,,44.33154012272556,11.476173075101158,1075150564.215291,917114369.3850753,3601.552636632442
2001,Rwanda,,70.89582488852858,17490.0,57.0,0.5700000000000001,3.197060249474563,2.9710328723799746,31.794895341295852,8.813691846574855,1019273084.2400081,625262008.6518885,296.06389126481815,88.6899,2.638423,8.671632,54.534,2970514100.250944,1966548409.548578,16.438676944092105,12.865350908710298,438803696.3773671,323274539.9948721,4252.629699111173,61.929,2797990.0,2.6834633375981243,60.18628936096019,9.068775719869372,10.007679502406404,258808785.1064034,178341864.6846187,86000000.0,67743266.0,281000000.0,278753207.0,442.991891666667,,,43.428168027870726,6.763316109481536,1147866395.5260453,854035947.6481758,3566.8384789693423
2002,Rwanda,,74.21970004053506,18310.0,56.0,0.5017921146953405,5.25877973719591,3.5681713696307016,30.195733497692974,16.895398392404374,1191483332.528905,593627752.4427748,338.81737028961106,87.71429,2.763506,9.522205,54.455,3362386284.866007,1965932546.3583436,16.391984899458127,7.166841523943447,470252061.89793897,322255366.1325923,4226.769876873812,61.796,2884196.0,23.81276223539639,62.042456396778256,9.766664954587089,15.161514113515167,298048115.5873279,192006045.03600192,65000000.0,59232543.0,248000000.0,252878074.0,475.365241666667,,,44.39572151313593,11.594764894452965,1280958805.3897219,872789938.4173522,3652.8631372373193
2003,Rwanda,,73.12525334414268,18040.0,,,7.642422302321041,4.025033674574911,33.036188050514696,-3.0677145586531935,1154932024.8729894,706374925.8766637,323.9259859834901,87.38177,2.989145,9.629077,54.203,3436439445.64974,2138185328.1515584,14.288547554553475,4.657782645420099,492155380.82675135,305515627.4174207,3970.40294141111,61.616,2974186.0,4.286324021248705,66.64599124223143,8.896178342840939,4.503815931655851,311471654.10115004,190216780.0928214,63000000.0,56482810.0,259000000.0,261717755.0,537.65498475,,,43.68009561536736,6.946374927139857,1369939006.6743038,933961395.7703569,3689.44874975058
2004,Rwanda,,73.60680989055534,18158.8,,,2.7574033105503064,3.731502481000095,33.895679256598655,1.8105937109601058,1175843151.481204,805518791.2241651,326.1170414588918,86.55069,3.259137,10.19014,54.093,3692374644.5927944,2376464519.640362,14.587254706923552,15.500198682525081,568440442.6816357,346660932.49960685,4108.004004754402,61.431,3066374.0,3.8102665839618695,63.343099823306694,8.85048098539154,12.308734359181301,349809872.6086086,210328540.43534663,98000000.0,105004900.0,284000000.0,310212617.0,577.448974583333,,,42.454165928847246,10.225831563441218,1510026662.018698,1008908190.408302,3696.2572712180568
2005,Rwanda,0.4453418587694207,72.26996351844346,17829.0,,,4.685912327769463,2.400021250503763,33.77622407534031,6.485924825784693,1252107454.3554125,990915318.9924552,343.04989887646855,85.47916,3.573495,10.94734,53.986,4038641784.296319,2933765825.2803717,14.951595488233881,9.258907069027785,621071815.0122986,438644798.7679675,3984.8998130864816,61.283,3156917.0,3.5573744023950407,78.44629662707621,8.71647843199079,8.45879194028032,379399561.91913044,255721065.4056802,125000000.0,154757007.0,471000000.0,374393824.0,557.82264075,,,42.53565948741262,11.893217521496453,1689617417.5651739,1247896641.5993397,3805.776949030042
2006,Rwanda,,73.08269152817188,18029.5,,,3.8754295408799475,18.48257552894009,30.026333333151335,2.763549428582479,1286710062.75549,996787565.4555446,347.5564964204917,84.22302,3.934291,11.84269,53.903,4411290087.3430605,3319711249.4418893,15.83521656067996,11.730295325640512,693925373.097557,525683465.53837764,3945.6444495826513,61.184,3247094.0,3.338905833322719,63.263264259971244,8.996576066095956,13.371252118512473,430130033.87986916,298660347.73078406,147000000.0,148820039.0,591000000.0,567254990.0,551.710333333333,,,45.20226107400469,13.294478840422059,1914243247.6274617,1500584545.875826,3895.34461537229
2007,Rwanda,,73.16092419943251,18048.8,,,4.557630736334229,1.9801727678553551,26.068837332981182,2.603592877832071,1320210754.3077407,1061103747.1089942,351.3115406565058,83.02104,4.331077,12.64788,53.835,4748016223.094779,4070391531.295993,16.73545728580919,9.025393985754732,756554871.9867299,681198636.0852355,3821.0943024883272,61.118,3338604.0,4.611731672643448,75.40157222251753,8.137865114689212,0.5288313531508066,432404696.3583441,331242972.4566006,177000000.0,188020355.0,771000000.0,628027766.0,546.955,,,48.19327491408472,12.22575599085161,2148273956.1537485,1961654980.7571006,4008.9756772632704
2008,Rwanda,,73.26469396027564,18074.4,,,1.3373829826072665,2.3441273061947108,24.78036722141632,6.448563098708874,1405345377.8352158,1283574524.569727,369.11761230982273,81.5442,4.763502,13.6923,53.836,5277954721.401348,5179804290.63377,16.267317759955716,15.097368974547123,870774752.5054791,842615223.3012154,3885.95815211668,61.078,3433301.0,4.001933797977199,75.53711151574028,7.937847233377192,5.531694024524754,456324001.108563,411164951.5784258,268000000.0,396349319.0,1174000000.0,1142808176.0,546.848653166667,,,49.30644231437963,13.813552885418716,2445026915.2107234,2553977214.559101,4127.352566693819
2009,Rwanda,,73.3226591001216,18088.7,,,1.506912186092503,1.67976856041088,25.357369679768983,7.724692174362133,1513903982.2596128,1438885920.3881862,392.8044829252999,80.53891,5.218174,14.24292,53.762,5607735162.826404,5674428927.603564,15.692293665836402,1.3218593634262419,882285170.1058244,890448051.1787225,3506.8189059185465,61.038,3532102.0,20.05623598807265,75.62705942787458,7.980966746385369,2.925929569152075,469675719.9881363,452874285.75931233,235000000.0,234201951.0,1308000000.0,1113930963.0,568.281326833333,,,49.50670951960385,6.241207827602693,2597626126.4298477,2809223046.0850687,4040.9658046707154
2010,Rwanda,,73.12201053911633,18039.2,,,3.017563568077071,1.3651982270463354,24.314391328232578,4.984781676993805,1589368790.5745697,1489181914.723126,407.8084887979899,79.30169,5.722649,14.97563,53.726,6019042816.458021,6124693374.470645,16.332698492341308,8.399589726645047,956393504.613746,1000327702.4326952,3378.861900447803,60.98,3635144.0,8.443199876525478,72.22366576040865,8.256059502203277,9.313610711572196,513419488.1546052,505658329.32379824,297000000.0,240017645.0,1431000000.0,1250511976.0,583.130906583333,405453159.664564,559858170.743075,49.87559841836674,9.190661400387938,2836365148.158028,3054727471.807294,4000.1367617554697
2011,Rwanda,,73.62950952573976,18164.4,,,4.211176452153614,1.298640166481426,23.836871273186542,4.345193779354744,1658429944.3936214,1641146593.5940304,421.94955940333995,78.06486,6.269548,15.66562,53.698,6498060899.621729,6884907733.004844,18.17193335196362,17.813692679922013,1126762504.3363745,1251120844.5858295,3558.4625245229186,60.935,3742460.0,6.90793801908508,63.22520565848579,8.367853803058512,8.441616632314734,556760393.0602095,576119013.5733154,464000000.0,391652981.0,2039000000.0,1530419556.0,600.30651975,489052895.42704,608935071.496423,47.893870272715944,8.013287214047864,3063651233.919085,3297448778.041528,3893.2200849773217
2012,Rwanda,,73.60072963113092,18157.3,,,5.9064780509798585,1.4887778881154157,24.765029679118456,6.823310352236092,1771589766.4740148,1895709276.5192673,447.57070001780653,76.61367,6.860866,16.52543,53.647,7059591972.351972,7654782978.587359,18.230115671152987,8.323631000892618,1220550057.453751,1395475791.3722055,3432.524733755465,60.864,3843907.0,6.202121173367807,78.05895561936636,8.282230637969196,5.777793006423579,588928856.1129787,633986781.1226133,591000000.0,388948472.0,2300000000.0,1519202747.0,614.295142416667,529630376.354185,509747661.946773,48.84488343566632,11.56103991499073,3417841175.9285765,3738969823.144222,3993.634766018664
2013,Rwanda,,74.68585326307256,18425.0,,,5.544161204408799,1.6349799447515383,24.919696080092915,3.2834662776622565,1829759319.0347044,1948733212.6462135,473.1078200781841,72.92138,7.30781,19.77081,53.542,7392794504.41376,7820052084.0338745,17.62232764394835,9.350203966270684,1334673977.3361108,1378075200.1758604,3430.7467206292763,60.778,3940991.0,9.938597168188798,59.81987184982387,6.824176982463162,4.644564573262173,616282037.1257203,533654194.33527046,703000000.0,623907644.0,2302000000.0,1984067776.0,646.6359745,595821906.185641,599691923.916539,49.796063738461655,5.252980850755051,3597379718.409326,3894078120.146407,3430.2491059260706
2014,Rwanda,,73.3481961897041,18095.0,,,4.00706917170324,1.3578305395000319,24.687770891720856,6.66594544563948,1951730077.028062,2034035936.142445,523.3065389135211,68.45253,7.913195,23.63425,53.488,7848720202.548109,8239042500.287328,17.556700293848042,2.542647454986266,1368610031.2532115,1446503998.8582103,3169.8881788176845,60.696,4042993.0,12.564106111601378,60.964622547969704,6.815400042044352,-12.605475051986403,538596758.685964,561523706.0286345,723000000.0,618649221.0,2470000000.0,2195553679.0,682.4377953875,605187052.883768,661860584.293726,49.216648282637635,6.981327127064134,3848524564.55414,4054980569.2234483,2994.7213297636795
2015,Rwanda,,73.43737332792865,18117.0,,,3.6995786110500464,1.624285753883164,23.98039732790755,4.976289698414888,2048853819.7920744,2048853819.7920744,546.1531581330046,65.61141,9.449162,24.9394,53.458,8543869360.36164,8543869360.36164,17.452189179671,8.94938733343156,1491092244.03426,1491092244.03426,3271.3980016047376,60.629,4152626.0,13.361635124235683,64.20772797706978,6.831701294845558,8.372659936869084,583691633.7217392,583691633.7217392,682000000.0,428643627.0,2382000000.0,1857005080.0,719.8595555,766980298.450238,1020087545.67494,49.738227812043014,10.420737483647486,4249569206.420015,4249569206.420015,3040.605567530945
2016,Rwanda,,73.43737332792865,18117.0,,,2.883689540277274,1.454152353052508,25.15228102713602,3.880148550271528,2128352391.5779192,2187071034.39143,560.2112026472572,62.97269,11.19832,25.82899,53.35,9054003028.903873,8695318854.110554,16.84165271204632,6.68845535979041,1590823283.1497886,1464435403.614385,3338.8101669669227,60.53,4270829.0,10.067926767824861,63.93585095413855,6.70344755451213,6.634559926173722,622417004.9450704,582886139.0829061,731000000.0,419021671.0,2254000000.0,1795042916.0,787.25152175,790035019.951425,1035491054.4611,49.28405237792428,7.1542223150548665,4553592834.8794155,4285405498.4873705,3041.6070692964136
2017,Rwanda,,73.43737332792865,18117.0,,,1.8061784184310297,0.8387204114514882,26.34544257427055,4.739007617692394,2229215173.546135,2437699983.1537466,580.3304144308271,60.35656,13.2115,26.43193,53.277,9410423920.024895,9252833678.089165,17.28422868345309,1.5452196461350098,1615404997.0563092,1599280932.6204948,3260.4630599289085,60.46,4399260.0,19.761034647434812,57.07542672426107,7.677866308718971,6.509341944184513,662932256.1156968,710420199.5718104,1037000000.0,660643654.0,2212000000.0,1782042353.0,831.55433975,863440197.322383,1056227959.22308,47.87648776993265,5.597267570023547,4808469609.897037,4429931784.262568,2992.0202002936976
2018,Rwanda,,73.43737332792865,18117.0,,,1.0935349582190192,0.8078434875456443,24.626822862938447,6.112832251317158,2365483357.625919,2373166454.564016,610.491269487905,56.81429,15.49325,27.69246,47.176,10214058732.437717,9636510839.307074,17.335503672238495,8.728247244694856,1756401539.2025394,1670537690.4237382,3384.3667003761675,53.67,4025709.0,19.64243800095928,57.3070631130926,7.62458278781615,13.574370337518388,752921135.6477073,734743746.7998449,1122000000.0,846756299.0,2464000000.0,2933307839.0,861.093412166667,913630468.568376,1057233553.78748,49.698660004126324,9.703265359639659,5275048175.882976,4789216758.288003,3064.3308738450437
2019,Rwanda,,73.43737332792865,18117.0,,,1.5696645940724285,0.7935304954926552,23.56752418624765,5.026332036567311,2484380405.4499383,2438455283.0669494,633.8603851962781,52.67843,15.65321,31.66836,46.272,11180719839.140488,10346675636.339691,18.839223460896644,16.590028112713668,2047789048.3283763,1949233343.904184,3764.4291318355654,52.84,4085693.0,8.226770373928984,56.750332567552555,8.363653011062096,11.256080984404065,837670548.4249082,865360048.403553,1241000000.0,1162325920.0,2659000000.0,3194454574.0,899.350509,1014973068.19614,1032526149.42135,49.115051570676805,8.293610936038093,5712540148.279284,5081775074.638891,3125.189411395049
2020,Rwanda,,73.43737332792865,18117.0,,,1.1180324940646356,0.7757706324475864,26.66047791050696,0.8582591004945357,2505702826.3706155,2712150468.2233143,,55.48949,17.54409,26.96642,49.558,10803483879.918484,10172925171.586851,18.619093139494932,-4.238393547235191,1960995689.4430373,1894106412.7088804,,56.97,4544104.0,6.196202283480279,52.52527364866165,8.739495640688933,2.0179083843068497,854573972.6544435,889062351.9013798,1408000000.0,1657629534.0,2542000000.0,3475540590.0,943.278048166667,521443992.668495,519775248.523778,46.591954874046685,-5.531666944677397,5396541453.195494,4739764705.316282,
